seller_id,pedidos,tiempo_entrega_promedio,pct_demorado,distancia_promedio,flete_promedio,reseña_promedio,precio_promedio,categorias_distintas,cluster
0015a82c2db000af6aaaf3ae2ecb0532,3,10.333333333333334,0.0,606.2898353655064,21.02,3.6666666666666665,895.0,1,1
001cca7ae9ae17fb1caed9dfb1094831,200,12.628205128205128,0.05555555555555555,810.6716194542838,37.046610878661085,3.902542372881356,104.9373640167364,2,2
002100f778ceb8431b7a1020ff7ab48f,51,15.777777777777779,0.16666666666666666,523.2920318141868,14.430181818181818,3.981818181818182,22.445454545454545,1,2
003554e2dce176b5555353e4f3555ac8,1,4.0,0.0,935.9990120659872,19.38,5.0,120.0,1,1
004c9cd9d87a3c30c522c48c4fc07416,158,13.958333333333334,0.07738095238095238,632.8812498400707,20.889588235294116,4.1437125748503,115.95711764705882,2,2
00720abe85ba0859807595bbf045a33b,13,8.153846153846153,0.07692307692307693,282.36196200648607,12.153076923076924,3.6538461538461537,38.75,1,1
00ab3eff1b5192e5f1a63bcecfee11c8,1,9.0,0.0,231.94617310688275,12.08,5.0,98.0,1,1
00d8b143d12632bad99c0ad66ad52825,1,7.0,0.0,1623.3498213511734,51.1,5.0,86.0,1,1
00ee68308b45bc5e2660cd833c3f81cc,135,8.732558139534884,0.08139534883720931,250.20541343299,18.49220930232558,4.3274853801169595,117.79069767441861,2,2
00fc707aaaad2d31347cf883cd2dfe10,103,15.348148148148148,0.044444444444444446,700.9023600609586,16.926592592592595,3.791044776119403,93.96222222222222,1,2
010543a62bd80aa422851e79a3bc7540,2,8.5,0.0,220.48498426327706,15.975000000000001,4.5,708.0,1,1
010da0602d7774602cd1b3f5fb7b709e,1,26.0,0.0,527.6128257950694,46.05,1.0,169.9,1,0
011b0eaba87386a2ae96a7d32bb531d1,1,25.0,0.0,494.53360808262516,14.59,4.0,49.99,1,1
01266d4c46afa519678d16a8b683d325,3,5.333333333333333,0.0,365.80469715452574,15.743333333333334,5.0,30.083333333333332,1,1
013900e863eace745d3ec7614cab5b1a,23,11.038461538461538,0.0,779.5835278367896,18.064230769230768,4.730769230769231,62.29615384615385,3,2
014c0679dd340a0e338872e7ec85666a,14,18.533333333333335,0.13333333333333333,759.5412324953976,41.88733333333334,3.6666666666666665,470.53333333333336,3,0
014d9a685fd57276679edd00e07089e5,11,8.5,0.0,497.59300138039606,12.244166666666667,3.8333333333333335,60.82333333333333,2,1
0176f73cc1195f367f7b32db1e5b3aa8,38,12.947368421052632,0.10526315789473684,417.49847094352816,33.00025641025641,4.0256410256410255,121.36153846153847,1,2
01bcc9d254a0143f0ce9791b960b2a47,11,12.4,0.0,982.4819425911686,25.24181818181818,4.4,138.29181818181817,1,1
01c97ebb5cdac52891c0ed1c37ba0012,9,12.333333333333334,0.0,625.6942470583036,14.875,4.083333333333333,48.125,1,1
01cf7e3d21494c41fb86034f2e714fa1,61,11.076923076923077,0.046153846153846156,934.08042366609,29.982388059701492,4.212121212121212,145.21432835820897,9,2
01ed254b9ff8407dfb9d99ba1e17d923,5,6.4,0.0,362.2600622001979,13.544,5.0,293.198,1,1
01fd077212124329bac32490e8ef80d9,31,7.666666666666667,0.02564102564102564,466.266431435,14.752820512820513,4.3076923076923075,30.974358974358974,7,2
01fdefa7697d26ad920e9e0346d4bd1b,129,10.276923076923078,0.06153846153846154,605.7453223713643,21.134656488549616,4.346153846153846,113.90404580152672,1,2
0241d4d5d36f10f80c644447315af0bd,238,10.463414634146341,0.056910569105691054,646.3810395475261,27.86142276422764,4.310204081632653,127.6329268292683,1,2
0249d282d911d23cb8b869ab49c99f53,11,9.818181818181818,0.18181818181818182,225.58601463814804,12.625454545454545,4.2727272727272725,35.72727272727273,1,1
024b564ae893ce8e9bfa02c10a401ece,2,18.0,0.0,2263.070708847144,26.5,4.75,88.30000000000001,2,0
028872bfa080090a9d0abd4f1af168f8,1,16.0,0.0,998.238999790144,15.79,5.0,23.5,1,1
02b72cdeb9cfcc429f1af6f4e3f3b737,4,12.0,0.0,1262.924155800187,56.4975,4.75,130.6625,1,0
